id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
867,8e-06,mtp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,11,6,0,Reconnaissance,1
880,9e-06,ax.25,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,10,6,0,DoS,1
884,9e-06,ipip,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,10,6,0,Reconnaissance,1
893,5e-06,aes-sp3-d,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,2,2,6,0,0,0,2,6,0,DoS,1
895,3e-06,micp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,2,2,6,0,0,0,2,6,0,Exploits,1
900,9e-06,encap,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,11,5,0,Exploits,1
903,5e-06,pri-enc,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,1,1,5,0,0,0,9,5,0,DoS,1
908,3e-06,gmtp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
914,5e-06,ifmp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
917,8e-06,pnni,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,11,3,0,DoS,1
921,3e-06,qnx,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,12,5,0,Exploits,1
927,3e-06,scps,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,12,5,0,Exploits,1
971,0.063164,udp,dhcp,CON,4,4,2304,2304,110.822615,62,252,218858.8281,218858.8281,0,0,15.266,13.153333,21.575949,18.590309,0,0,0,0,0.0,0.0,0.0,576,576,0,0,2,3,2,2,2,2,0,0,0,2,2,0,Exploits,1
1041,0.008666,udp,dns,CON,2,2,126,240,346.180462,62,252,58158.31641,110777.75,0,0,0.009,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,63,120,0,0,1,3,1,1,1,1,0,0,0,1,1,0,DoS,1
1148,1.171427,cbt,-,INT,4,0,360,0,2.560979,254,0,1843.904907,0.0,0,0,390.475656,0.0,552.206063,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,Fuzzers,1
1168,3e-06,bbn-rcc,-,INT,2,0,180,0,333333.3215,254,0,239999984.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,DoS,1
1170,59.993382,tcp,smtp,CON,3684,634,4975848,27898,71.957938,62,252,663339.5625,3714.276367,1841,6,16.338052,94.877578,1951.644997,108.032875,255,3386848784,2615326698,255,0.206066,0.125563,0.080503,1351,44,0,0,1,3,1,1,1,1,0,0,0,1,1,0,Exploits,1
1184,3e-06,igp,-,INT,2,0,180,0,333333.3215,254,0,239999984.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,DoS,1
1575,3e-06,bna,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,Analysis,1
1624,7e-06,swipe,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,DoS,1
1761,1e-06,visa,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,7,0,0,0,2,6,0,DoS,1
1781,3e-06,ipcv,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,7,0,0,0,10,6,0,Fuzzers,1
1815,2e-06,cphb,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,7,0,0,0,2,6,0,DoS,1
1854,3e-06,iso-tp4,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,2,2,4,0,0,0,3,4,0,Reconnaissance,1
1879,5e-06,wb-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,DoS,1
1913,3e-06,sep,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,2,3,0,Reconnaissance,1
1916,8e-06,secure-vmtp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Analysis,1
1940,9e-06,xtp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,2,4,0,Reconnaissance,1
1962,9e-06,il,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Reconnaissance,1
2002,2e-06,rsvp,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,1,1,1,7,0,0,0,1,7,0,Analysis,1
2032,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,4,5,0,DoS,1
2557,1.5e-05,udp,dhcp,INT,2,0,144,0,66666.66835,254,0,38400000.0,0.0,0,0,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,72,0,0,0,1,2,2,2,2,2,0,0,0,2,1,0,DoS,1
2563,8e-06,fc,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits,1
2655,3e-06,iso-ip,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,Reconnaissance,1
2919,3e-06,etherip,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,11,5,0,DoS,1
2955,3e-06,pim,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,11,3,0,DoS,1
2972,9e-06,aris,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,9,3,0,Reconnaissance,1
3004,2e-06,a/n,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,10,5,0,Analysis,1
3010,8e-06,ipcomp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,10,5,0,Exploits,1
3020,2e-06,snp,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,2,5,0,Analysis,1
3039,8e-06,compaq-peer,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Exploits,1
3043,9e-06,ipx-n-ip,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,18,4,0,Analysis,1
3049,8e-06,pgm,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,18,4,0,Reconnaissance,1
3056,8e-06,vrrp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,18,4,0,Reconnaissance,1
3084,8e-06,l2tp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,2,3,0,Fuzzers,1
3096,8e-06,zero,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,2,3,0,Exploits,1
3101,5e-06,ddx,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,10,3,0,Fuzzers,1
3123,8e-06,iatp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,8,5,0,DoS,1
3130,2e-06,stp,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,8,5,0,DoS,1
3143,5e-06,srp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,11,5,0,DoS,1
3155,8e-06,uti,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,11,5,0,Exploits,1
3161,8e-06,sm,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,4,4,0,Reconnaissance,1
3167,5e-06,smp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,6,5,0,DoS,1
3183,8e-06,isis,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,Fuzzers,1
3194,3e-06,ptp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,DoS,1
3218,1e-06,fire,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,9,4,0,DoS,1
3231,3e-06,crtp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Fuzzers,1
3248,3e-06,crudp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,DoS,1
3260,8e-06,sccopmce,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,3,4,0,DoS,1
3270,5e-06,iplt,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,1,1,4,0,0,0,15,4,0,DoS,1
3285,8e-06,pipe,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Analysis,1
3295,5e-06,sps,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
3776,1.328421,tcp,irc,FIN,14,14,930,968,20.324882,62,252,5203.169922,5413.946289,4,4,110.691414,95.016156,6026.561652,115.434641,255,4024533674,1250946610,255,0.128722,0.093196,0.035526,66,69,0,0,1,1,1,1,1,1,0,0,0,2,1,0,DoS,1
4071,9e-06,ib,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,2,2,7,0,0,0,2,7,0,Reconnaissance,1
5838,0.313725,tcp,dns,FIN,10,6,508,268,47.812576,254,252,11679.01856,5712.008789,2,1,29.099111,53.895199,1471.131153,71.457492,255,1000627832,2974196242,255,0.062721,0.04424,0.018481,51,45,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
8077,0.32966,udp,radius,CON,8,8,1054,954,45.501426,254,60,22398.83594,20263.30078,0,0,39.153145,43.813715,50.200492,50.829672,0,0,0,0,0.0,0.0,0.0,132,119,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Exploits,1
8207,0.596136,sctp,-,CON,4,2,536,440,8.387348,254,60,5394.742188,2952.34668,0,0,198.712,0.008,281.009187,0.0,0,0,0,0,0.0,0.0,0.0,134,220,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
8293,0.309001,tcp,ssh,FIN,12,38,536,44058,158.575539,62,252,12737.82324,1110650.125,1,17,28.090999,8.172622,1563.369203,921.823313,255,2270413574,600542106,255,0.051608,0.005915,0.045693,45,1159,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
9682,58.422138,ospf,-,REQ,56,0,15232,0,0.941424,254,0,2048.538574,0.0,0,0,1082.539125,0.0,1248.91725,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,6,6,1,1,2,0,0,0,3,1,0,Exploits,1
9702,59.78484,tcp,-,CON,816,386,389952,16608,20.088705,254,252,52116.89063,2216.615479,407,1,73.35563,154.929812,3539.136035,162.603922,255,2263749864,463094449,255,0.12066,0.080372,0.040288,478,43,0,0,4,0,2,2,2,2,0,0,0,2,2,0,DoS,1
10155,59.96682,tcp,http,CON,1192,7958,51734,10625785,152.567704,62,252,6895.946777,1417377.125,2,3978,50.349867,7.547923,2494.553704,962.573803,255,1567714949,2313864321,255,0.070335,0.015549,0.054786,43,1335,1,5242880,1,3,4,1,1,9,0,0,2,5,1,0,DoS,1
10555,59.983105,tcp,pop3,CON,1642,10872,70688,14590859,208.608742,62,252,9421.986328,1945816.875,6,5436,36.537742,5.523291,2574.687441,1002.060727,255,2029744812,1842832594,255,0.049488,0.005712,0.043776,43,1342,0,0,2,3,2,2,2,2,0,0,0,2,2,0,DoS,1
23445,0.0,arp,-,CON,3,3,84,138,0.097147,0,0,8.70435,14.300004,0,0,25734.168,25734.172,2100.499,2100.49225,0,0,0,0,0.0,0.0,0.0,28,46,0,0,2,0,2,2,2,2,0,0,0,2,2,0,Normal,0
23473,0.174282,tcp,-,RST,6,2,294,112,40.164791,254,60,11246.1416,2570.546631,0,0,34.8564,0.002,2262.192241,0.0,255,1,0,255,0.091027,0.091027,0.0,49,56,0,0,2,0,1,1,1,1,0,0,0,1,2,0,Normal,0
25533,0.000458,tcp,ftp-data,ACC,2,1,112,56,4366.812275,31,30,978165.9375,0.0,1,0,0.003,0.0,0.0,0.0,255,1237119764,3389166540,255,0.000455,0.000455,0.0,56,56,0,0,2,0,4,1,1,4,0,0,0,6,2,0,Normal,0
31386,8.063853,tcp,ftp,CON,48,47,2714,3372,11.656958,31,30,2636.952637,3274.861084,10,14,152.509485,175.290734,9904.286819,288.055344,255,3786826850,4067549290,255,0.000607,0.000476,0.000131,57,72,0,0,1,0,5,1,1,1,0,0,0,3,3,0,Normal,0
31399,0.254917,tcp,ftp-data,CON,6,6,320,6112,43.151301,31,29,8379.198242,159863.7969,1,3,50.9834,50.8438,3595.866924,3551.457656,255,2851863135,4194620434,255,0.000614,0.000485,0.000129,53,1019,0,0,7,0,3,2,1,1,0,0,0,4,4,0,Normal,0
37502,1.828038,tcp,ssh,CON,323,353,25676,49366,369.248346,32,30,112019.5547,215430.9688,78,101,5.677137,5.188761,427.859108,408.132173,255,1600253661,3746022213,255,0.000833,0.000697,0.000136,79,140,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Normal,0
44646,57.641228,udp,dns,REQ,90,0,21240,0,1.544034,254,0,2915.135742,0.0,0,0,654.299813,0.0,913.02525,0.0,0,0,0,0,0.0,0.0,0.0,236,0,0,0,1,6,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
45735,7e-06,udp,-,REQ,2,0,78,0,142857.1409,254,0,44571428.0,0.0,0,0,43293.668,0.0,43293.664,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,15,6,2,2,2,2,0,0,0,3,10,0,Fuzzers,1
48665,4e-06,udp,radius,INT,2,0,100,0,250000.0006,254,0,100000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,50,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Generic,1
49081,0.616743,tcp,-,CLO,2,5,96,220,9.728525,254,252,2282.960449,622.62561,0,0,0.005,154.18575,0.0,156.765281,255,3985474881,1171617186,255,0.0,0.0,0.0,48,44,0,0,1,5,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
